,x
1988,Pristimantis uisae
1989,Pristimantis unistrigatus
1990,Pristimantis uranobates
1991,Pristimantis vanadise
1992,Pristimantis variabilis
1993,Pristimantis veletis
1994,Pristimantis ventriguttatus
1995,Pristimantis ventrimarmoratus
1996,Pristimantis verecundus
1997,Pristimantis versicolor
1998,Pristimantis vertebralis
1999,Pristimantis vicarius
2000,Pristimantis vidua
2001,Pristimantis viejas
2002,Pristimantis vilarsi
2003,Pristimantis vilcabambae
2004,Pristimantis vinhai
2005,Pristimantis viridicans
2006,Pristimantis viridis
2007,Pristimantis w-nigrum
2008,Pristimantis wagteri
2009,Pristimantis walkeri
2010,Pristimantis waoranii
2011,Pristimantis wiensi
2012,Pristimantis xeniolum
2013,Pristimantis xestus
2014,Pristimantis xylochobates
2015,Pristimantis yaviensis
2016,Pristimantis yukpa
2017,Pristimantis yuruaniensis
2018,Pristimantis yustizi
2019,Pristimantis zeuctotylus
2020,Pristimantis zimmermanae
2021,Pristimantis zoilae
2022,Pristimantis zophus
2023,Proceratophrys appendiculata
2024,Proceratophrys avelinoi
2025,Proceratophrys bigibbosa
2026,Proceratophrys boiei
2027,Proceratophrys brauni
2028,Proceratophrys concavitympanum
2029,Proceratophrys cristiceps
2030,Proceratophrys cururu
2031,Proceratophrys fryi
2032,Proceratophrys goyana
2033,Proceratophrys laticeps
2034,Proceratophrys melanopogon
2035,Proceratophrys moehringi
2036,Proceratophrys moratoi
2037,Proceratophrys palustris
2038,Proceratophrys paviotii
2039,Proceratophrys phyllostomus
2040,Proceratophrys salvatori
2041,Proceratophrys schirchi
2042,Proceratophrys subguttata
2043,Proceratophrys vielliardi
2044,Prostherapis dunni
2045,Pseudis bolbodactyla
2046,Pseudis cardosoi
2047,Pseudis fusca
2048,Pseudis minuta
2049,Pseudis paradoxa
2050,Pseudis platensis
2051,Pseudis tocantins
2052,Pseudopaludicola boliviana
2053,Pseudopaludicola canga
2054,Pseudopaludicola ceratophyes
2055,Pseudopaludicola falcipes
2056,Pseudopaludicola llanera
2057,Pseudopaludicola mineira
2058,Pseudopaludicola mirandae
2059,Pseudopaludicola mystacalis
2060,Pseudopaludicola pusilla
2061,Pseudopaludicola riopiedadensis
2062,Pseudopaludicola saltica
2063,Pseudopaludicola ternetzi
2064,Psychrophrynella bagrecito
2065,Psychrophrynella chirihampatu
2066,Psychrophrynella usurpator
2067,Ranitomeya amazonica
2068,Ranitomeya benedicta
2069,Ranitomeya defleri
2070,Ranitomeya duellmani
2071,Ranitomeya fantastica
2072,Ranitomeya flavovittata
2073,Ranitomeya imitator
2074,Ranitomeya reticulata
2075,Ranitomeya sirensis
2076,Ranitomeya summersi
2077,Ranitomeya uakarii
2078,Ranitomeya vanzolinii
2079,Ranitomeya variabilis
2080,Ranitomeya ventrimaculata
2081,Ranitomeya yavaricola
2082,Rhaebo anderssoni
2083,Rhaebo andinophrynoides
2084,Rhaebo atelopoides
2085,Rhaebo blombergi
2086,Rhaebo caeruleostictus
2087,Rhaebo colomai
2088,Rhaebo glaberrimus
2089,Rhaebo guttatus
2090,Rhaebo haematiticus
2091,Rhaebo hypomelas
2092,Rhaebo lynchi
2093,Rhaebo nasicus
2094,Rhaebo olallai
2095,Rheobates palmatus
2096,Rheobates pseudopalmatus
2097,Rhinella abei
2098,Rhinella achalensis
2099,Rhinella achavali
2100,Rhinella acrolopha
2101,Rhinella acutirostris
2102,Rhinella alata
2103,Rhinella amabilis
2104,Rhinella amboroensis
2105,Rhinella arborescandens
2106,Rhinella arenarum
2107,Rhinella arequipensis
2108,Rhinella arunco
2109,Rhinella atacamensis
2110,Rhinella beebei
2111,Rhinella bergi
2112,Rhinella bernardoi
2113,Rhinella castaneotica
2114,Rhinella ceratophrys
2115,Rhinella cerradensis
2116,Rhinella chavin
2117,Rhinella cristinae
2118,Rhinella crucifer
2119,Rhinella dapsilis
2120,Rhinella diptycha
2121,Rhinella dorbignyi
2122,Rhinella fernandezae
2123,Rhinella festae
2124,Rhinella fissipes
2125,Rhinella gallardoi
2126,Rhinella gnustae
2127,Rhinella granulosa
2128,Rhinella henseli
2129,Rhinella hoogmoedi
2130,Rhinella icterica
2131,Rhinella inca
2132,Rhinella iserni
2133,Rhinella jimi
2134,Rhinella justinianoi
2135,Rhinella leptoscelis
2136,Rhinella lescurei
2137,Rhinella limensis
2138,Rhinella lindae
2139,Rhinella macrorhina
2140,Rhinella magnussoni
2141,Rhinella manu
2142,Rhinella margaritifera
2143,Rhinella marina
2144,Rhinella martyi
2145,Rhinella multiverrucosa
2146,Rhinella nesiotes
2147,Rhinella nicefori
2148,Rhinella ocellata
2149,Rhinella ornata
2150,Rhinella paraguas
2151,Rhinella poeppigii
2152,Rhinella pombali
2153,Rhinella proboscidea
2154,Rhinella pygmaea
2155,Rhinella quechua
2156,Rhinella roqueana
2157,Rhinella rostrata
2158,Rhinella rubescens
2159,Rhinella rubropunctata
2160,Rhinella ruizi
2161,Rhinella rumbolli
2162,Rhinella scitula
2163,Rhinella sclerocephala
2164,Rhinella spinulosa
2165,Rhinella stanlaii
2166,Rhinella sternosignata
2167,Rhinella tacana
2168,Rhinella tenrec
2169,Rhinella vellardi
2170,Rhinella veraguensis
2171,Rhinella veredas
2172,Rhinella yanachaga
2173,Rhinella yunga
2174,Rhinoderma darwinii
2175,Rhinoderma rufum
2176,Rulyrana adiazeta
2177,Rulyrana flavopunctata
2178,Rulyrana mcdiarmidi
2179,Rulyrana saxiscandens
2180,Rulyrana spiculata
2181,Rulyrana susatamai
2182,Rupirana cardosoi
2183,Sachatamia albomaculata
2184,Sachatamia electrops
2185,Sachatamia ilex
2186,Sachatamia orejuela
2187,Sachatamia punctulata
2188,Scarthyla goinorum
2189,Scarthyla vigilans
2190,Scinax acuminatus
2191,Scinax alter
2192,Scinax auratus
2193,Scinax baumgardneri
2194,Scinax blairi
2195,Scinax boesemani
2196,Scinax boulengeri
2197,Scinax cabralensis
2198,Scinax caldarum
2199,Scinax camposseabrai
2200,Scinax cardosoi
2201,Scinax castroviejoi
2202,Scinax chiquitanus
2203,Scinax constrictus
2204,Scinax cretatus
2205,Scinax crospedospilus
2206,Scinax cruentommus
2207,Scinax curicica
2208,Scinax cuspidatus
2209,Scinax danae
2210,Scinax duartei
2211,Scinax elaeochroa
2212,Scinax eurydice
2213,Scinax exiguus
2214,Scinax funereus
2215,Scinax fuscomarginatus
2216,Scinax fuscovarius
2217,Scinax garbei
2218,Scinax granulatus
2219,Scinax hayii
2220,Scinax ictericus
2221,Scinax iquitorum
2222,Scinax jolyi
2223,Scinax karenanneae
2224,Scinax kennedyi
2225,Scinax lindsayi
2226,Scinax manriquei
2227,Scinax maracaya
2228,Scinax nasicus
2229,Scinax nebulosus
2230,Scinax oreites
2231,Scinax pachycrus
2232,Scinax parkeri
2233,Scinax pedromedinae
2234,Scinax perereca
2235,Scinax pinimus
2236,Scinax proboscideus
2237,Scinax quinquefasciatus
2238,Scinax rostratus
2239,Scinax ruber
2240,Scinax similis
2241,Scinax squalirostris
2242,Scinax sugillatus
2243,Scinax tigrinus
2244,Scinax trilineatus
2245,Scinax uruguayus
2246,Scinax wandae
2247,Scinax x-signatus
2248,Scythrophrys sawayae
2249,Silverstoneia dalyi
2250,Silverstoneia erasmios
2251,Silverstoneia gutturalis
2252,Silverstoneia minima
2253,Silverstoneia minutissima
2254,Silverstoneia nubicola
2255,Silverstoneia punctiventris
2256,Smilisca phaeota
2257,Smilisca sila
2258,Smilisca sordida
2259,Sphaenorhynchus bromelicola
2260,Sphaenorhynchus caramaschii
2261,Sphaenorhynchus carneus
2262,Sphaenorhynchus dorisae
2263,Sphaenorhynchus lacteus
2264,Sphaenorhynchus mirim
2265,Sphaenorhynchus orophilus
2266,Sphaenorhynchus palustris
2267,Sphaenorhynchus planicola
2268,Sphaenorhynchus prasinus
2269,Sphaenorhynchus surdus
2270,Stefania ackawaio
2271,Stefania ayangannae
2272,Stefania breweri
2273,Stefania coxi
2274,Stefania evansi
2275,Stefania ginesi
2276,Stefania goini
2277,Stefania marahuaquensis
2278,Stefania oculosa
2279,Stefania percristata
2280,Stefania riae
2281,Stefania riveroi
2282,Stefania roraimae
2283,Stefania satelles
2284,Stefania scalae
2285,Stefania schuberti
2286,Stefania tamacuarina
2287,Stefania woodleyi
2288,Stereocyclops histrio
2289,Stereocyclops incrassatus
2290,Stereocyclops parkeri
2291,Strabomantis anatipes
2292,Strabomantis anomalus
2293,Strabomantis biporcatus
2294,Strabomantis bufoniformis
2295,Strabomantis cadenai
2296,Strabomantis cerastes
2297,Strabomantis cheiroplethus
2298,Strabomantis cornutus
2299,Strabomantis helonotus
2300,Strabomantis ingeri
2301,Strabomantis laticorpus
2302,Strabomantis necerus
2303,Strabomantis necopinus
2304,Strabomantis ruizi
2305,Strabomantis sulcatus
2306,Strabomantis zygodactylus
2307,Synapturanus mirandaribeiroi
2308,Synapturanus rabus
2309,Synapturanus salseri
2310,Tachiramantis douglasi
2311,Tachiramantis lassoalcalai
2312,Tachiramantis lentiginosus
2313,Tachiramantis prolixodiscus
2314,Telmatobius arequipensis
2315,Telmatobius atacamensis
2316,Telmatobius atahualpai
2317,Telmatobius bolivianus
2318,Telmatobius brachydactylus
2319,Telmatobius brevipes
2320,Telmatobius brevirostris
2321,Telmatobius carrillae
2322,Telmatobius ceiorum
2323,Telmatobius chusmisensis
2324,Telmatobius cirrhacelis
2325,Telmatobius colanensis
2326,Telmatobius contrerasi
2327,Telmatobius culeus
2328,Telmatobius dankoi
2329,Telmatobius degener
2330,Telmatobius edaphonastes
2331,Telmatobius espadai
2332,Telmatobius fronteriensis
2333,Telmatobius gigas
2334,Telmatobius halli
2335,Telmatobius hauthali
2336,Telmatobius hintoni
2337,Telmatobius hockingi
2338,Telmatobius huayra
2339,Telmatobius hypselocephalus
2340,Telmatobius ignavus
2341,Telmatobius intermedius
2342,Telmatobius jelskii
2343,Telmatobius laticeps
2344,Telmatobius latirostris
2345,Telmatobius macrostomus
2346,Telmatobius marmoratus
2347,Telmatobius mayoloi
2348,Telmatobius mendelsoni
2349,Telmatobius necopinus
2350,Telmatobius niger
2351,Telmatobius oxycephalus
2352,Telmatobius pefauri
2353,Telmatobius peruvianus
2354,Telmatobius philippii
2355,Telmatobius pinguiculus
2356,Telmatobius pisanoi
2357,Telmatobius platycephalus
2358,Telmatobius punctatus
2359,Telmatobius rimac
2360,Telmatobius rubigo
2361,Telmatobius sanborni
2362,Telmatobius schreiteri
2363,Telmatobius scrocchii
2364,Telmatobius sibiricus
2365,Telmatobius simonsi
2366,Telmatobius stephani
2367,Telmatobius thompsoni
2368,Telmatobius timens
2369,Telmatobius truebae
2370,Telmatobius vellardi
2371,Telmatobius ventriflavum
2372,Telmatobius verrucosus
2373,Telmatobius vilamensis
2374,Telmatobius yuracare
2375,Telmatobius zapahuirensis
2376,Telmatobufo australis
2377,Telmatobufo bullocki
2378,Telmatobufo ignotus
2379,Telmatobufo venustus
2380,Tepuihyla aecii
2381,Tepuihyla edelcae
2382,Tepuihyla exophthalma
2383,Tepuihyla obscura
2384,Tepuihyla rodriguezi
2385,Tepuihyla shushupe
2386,Tepuihyla tuberculosa
2387,Tepuihyla warreni
2388,Teratohyla adenocheira
2389,Teratohyla amelie
2390,Teratohyla midas
2391,Teratohyla pulverata
2392,Teratohyla spinosa
2393,Thoropa lutzi
2394,Thoropa megatympanum
2395,Thoropa miliaris
2396,Thoropa petropolitana
2397,Thoropa saxatilis
2398,Trachycephalus atlas
2399,Trachycephalus coriaceus
2400,Trachycephalus dibernardoi
2401,Trachycephalus hadroceps
2402,Trachycephalus imitatrix
2403,Trachycephalus jordani
2404,Trachycephalus lepidus
2405,Trachycephalus mesophaeus
2406,Trachycephalus nigromaculatus
2407,Trachycephalus resinifictrix
2408,Trachycephalus typhonius
2409,Truebella skoptes
2410,Truebella tothastes
2411,Vitreorana antisthenesi
2412,Vitreorana castroviejoi
2413,Vitreorana eurygnatha
2414,Vitreorana gorzulae
2415,Vitreorana helenae
2416,Vitreorana parvula
2417,Vitreorana ritae
2418,Vitreorana uranoscopa
2419,Xenohyla eugenioi
2420,Xenohyla truncata
2421,Yunganastes ashkapara
2422,Yunganastes bisignatus
2423,Yunganastes fraudator
2424,Yunganastes mercedesae
2425,Yunganastes pluvicanorus
2426,Zachaenus carvalhoi
2427,Zachaenus parvulus
